x,y,spatial_ref,power,heat_pump_power,capex,opex,utc,npv,hprod,cop,cophp,pres,flow_rate,welld,inj_temp,prd_temp,transmissivity_with_ntg,thickness,transmissivity,permeability,temperature,geometry,distance_to_city
135000.0,453000.0,0,1.7080925703048706,0.0,17.28533363342285,-0.4142594337463379,23.78389549255371,-8.043824645617462,216135.875,4.3297529220581055,0.0,87.22352600097656,76.5446548461914,581.4453125,76.89704895019531,99.01602172851562,1.304265903496987,127.62789916992188,1316.7753040471289,10.317299842834473,106.89704895019531,POINT (135000 453000),0.0
128000.0,459000.0,0,1.6902798414230347,0.0,14.44292163848877,-0.3793196678161621,20.452192306518555,-6.035944441478248,213881.921875,5.175443172454834,0.0,74.56415557861328,70.12728118896484,547.4609375,64.28060150146484,87.87388610839844,1.5314931365785844,128.08990478515625,1566.103990560805,12.22659969329834,94.28060150146484,POINT (128000 459000),0.0
129000.0,459000.0,0,1.652082085609436,0.0,13.440081596374512,-0.3610132038593292,19.56374740600586,-5.398075437402516,209048.515625,5.526548862457275,0.0,69.87757110595703,66.8707504272461,536.1328125,59.34602355957031,83.41441345214844,1.6261525383058288,132.77369689941406,1663.2428623852174,12.526900291442871,89.34602355957031,POINT (129000 459000),0.0
134000.0,454000.0,0,1.6442880630493164,0.0,15.297245025634766,-0.3788139522075653,22.004945755004883,-6.7439962801858115,208062.28125,4.862478733062744,0.0,78.68165588378906,70.26285552978516,547.4609375,67.64624786376953,90.63855743408203,1.4148975297593172,132.3000030517578,1432.3724708990485,10.826700210571289,97.64624786376953,POINT (134000 454000),0.0
129000.0,460000.0,0,1.6116737127304077,0.0,12.244800567626953,-0.3408321738243103,18.410179138183594,-4.630859552983582,203935.390625,6.014247417449951,0.0,64.03137969970703,63.21397018432617,513.4765625,53.23206329345703,77.92463684082031,1.767965610135743,133.2156982421875,1809.215781191364,13.581100463867188,83.23206329345703,POINT (129000 460000),0.0
130000.0,459000.0,0,1.5827986001968384,0.0,12.738341331481934,-0.34017112851142883,19.3302001953125,-5.045403066687585,200281.640625,5.765707492828369,0.0,66.65733337402344,63.311893463134766,513.4765625,56.04796600341797,80.32437896728516,1.6510867705251215,136.58279418945312,1688.5730731017247,12.36299991607666,86.04796600341797,POINT (130000 459000),0.0
141000.0,455000.0,0,1.5319397449493408,0.0,13.059808731079102,-0.33382126688957214,20.292259216308594,-5.386809329757785,193846.125,5.5658040046691895,0.0,68.42617797851562,62.705894470214844,524.8046875,59.94398498535156,83.72748565673828,1.5296891440918772,126.59870147705078,1554.4041954066051,12.278200149536133,89.94398498535156,POINT (141000 455000),0.0
130000.0,458000.0,0,1.531820297241211,0.0,13.501300811767578,-0.3376728594303131,20.88844108581543,-5.698397504438773,193831.015625,5.407093524932861,0.0,70.62218475341797,63.222103118896484,513.4765625,60.11383819580078,83.73313903808594,1.4940124474006384,135.99710083007812,1526.8394831841288,11.22700023651123,90.11383819580078,POINT (130000 458000),0.0
128000.0,460000.0,0,1.5126174688339233,0.0,12.907295227050781,-0.3279231786727905,20.28656005859375,-5.3159206204347615,191401.15625,5.638751983642578,0.0,67.75083923339844,61.4112434387207,513.4765625,57.10877990722656,81.05084991455078,1.5579360127111685,128.75070190429688,1593.9594894194452,12.380200386047363,87.10877990722656,POINT (128000 460000),0.0
129000.0,457000.0,0,1.5080339908599854,0.0,14.453045845031738,-0.3423961400985718,22.475210189819336,-6.427442941380249,190821.1875,5.032430171966553,0.0,75.24092864990234,64.38057708740234,524.8046875,64.92992401123047,87.86931610107422,1.3713798247054452,131.14700317382812,1401.0827814083314,10.683300018310547,94.92992401123047,POINT (129000 457000),0.0
135000.0,454000.0,0,1.5035600662231445,0.0,15.245850563049316,-0.3491576910018921,23.627962112426758,-7.000529715307939,190255.0625,4.773554801940918,0.0,78.92503356933594,65.6276626586914,524.8046875,67.64656066894531,90.15570831298828,1.3049012655630823,131.05880737304688,1320.4829526932735,10.075499534606934,97.64656066894531,POINT (135000 454000),0.0
136000.0,457000.0,0,1.501781940460205,0.0,13.597926139831543,-0.3324533700942993,21.362916946411133,-5.830099186646863,190030.078125,5.35081672668457,0.0,71.2120590209961,62.35495376586914,502.1484375,60.089508056640625,83.5747299194336,1.4564184565164526,137.97030639648438,1481.3043493847654,10.73639965057373,90.08950805664062,POINT (136000 457000),0.0
128000.0,458000.0,0,1.4999629259109497,0.0,14.900558471679688,-0.34527555108070374,23.198781967163086,-6.763844465950711,189799.90625,4.87197208404541,0.0,77.33413696289062,65.04458618164062,536.1328125,67.2128677368164,89.84477996826172,1.3268244388793369,127.28350067138672,1356.1165676032324,10.65429973602295,97.2128677368164,POINT (128000 458000),0.0
129000.0,458000.0,0,1.4982738494873047,0.0,14.233222007751465,-0.33821597695350647,22.29047966003418,-6.291282952479655,189586.15625,5.102560520172119,0.0,74.23551177978516,63.63957595825195,524.8046875,63.949989318847656,86.98335266113281,1.3862750515505566,132.11610412597656,1417.0245184668893,10.725600242614746,93.94998931884766,POINT (129000 458000),0.0
132000.0,453000.0,0,1.443978190422058,0.0,11.545504570007324,-0.30153799057006836,19.115962982177734,-4.497202189543335,182715.796875,6.221017360687256,0.0,60.98994827270508,56.63466262817383,502.1484375,50.175445556640625,74.79277038574219,1.7089434796137972,130.05490112304688,1733.7358832336904,13.33080005645752,80.17544555664062,POINT (132000 453000),0.0
139000.0,456000.0,0,1.4284507036209106,0.0,13.643576622009277,-0.31872302293777466,22.33915901184082,-6.021851392482948,180751.0,5.248293399810791,0.0,71.67876434326172,60.49551773071289,502.1484375,62.5765380859375,85.62918090820312,1.3621650449410538,131.9425048828125,1383.8921273199376,10.48859977722168,92.5765380859375,POINT (139000 456000),0.0
140000.0,455000.0,0,1.3971612453460693,0.0,13.514517784118652,-0.3112073540687561,22.562698364257812,-5.996649857056045,176791.75,5.270326137542725,0.0,71.15753173828125,59.26599884033203,502.1484375,62.190895080566406,85.19518280029297,1.348233528277923,127.89669799804688,1368.9039815322321,10.703200340270996,92.1908950805664,POINT (140000 455000),0.0
